title,description,NER
Two killed in Chattogram road accident,"collected photoTwo people were killed and two others injured when a truck hit CNG-run auto-rickshaw at Fatikchhari upazila in Chattogram district on Monday morning.One of the deceased was identified as Manik Acharjya, 50, a resident of of Kabirhat police station area in Noakhali.Fatikchhari Fire Service and Civil Defence in-charge Mir Sarwar Alam said the accident took place in Bibirhat area around 9 am, leaving one dead on the spot while another died on the way to Chattogram Medical College Hospital.ALM ","[('two', 'CARDINAL'), ('Fatikchhari', 'GPE'), ('Chattogram', 'GPE'), ('Monday morning', 'TIME'), ('One', 'CARDINAL'), ('Manik Acharjya', 'PERSON'), ('50', 'DATE'), ('Kabirhat', 'GPE'), ('Noakhali', 'GPE'), ('Fatikchhari Fire Service', 'ORG'), ('Mir Sarwar Alam', 'PERSON'), ('Bibirhat', 'GPE'), ('around 9 am', 'TIME'), ('one', 'CARDINAL'), ('Chattogram Medical College Hospital', 'ORG'), ('ALM', 'PERSON')]"
Old man killed in Gopalganj accident,"		A sexagenarian man was killed in a road accident in Kotalipara upaizla of Gopalganj on Sunday morning.The deceased was identified as Azhar Ali,60, a resident of Majhbari area in the upazila.Kotalipara police OC Sheikh Lutfor Rahman said the man received critical injuries when a speeding truck ran over him around 9am. He was declared dead at Gopalganj General Hospital.MHM/LY	    ","[('Kotalipara', 'GPE'), ('Gopalganj', 'GPE'), ('Sunday morning', 'TIME'), ('Azhar Ali,60', 'PERSON'), ('Majhbari', 'GPE'), ('Kotalipara', 'GPE'), ('Lutfor Rahman', 'PERSON'), ('around 9am', 'TIME'), ('Gopalganj General Hospital', 'ORG')]"
College student killed in Savar road accident,"College student killed in Savar road accidentA motorcyclist was killed as a truck rammed into his vehicle in Savar, on the outskirts of Dhaka, on Saturday night.Deceased Raihan Molla, 26, was the son of Ratan Molla, a resident of Kotbaria Mohalla in Savar municipality.He was a final-year-student of Masters in Management Department at Savar Government College.A Dhaka-bound truck hit his motorcycle in Pakija intersection area on the Dhaka-Aricha highway around 11:45 pm, leaving him critically injured. Locals rushed him to a local hospital where the on-duty doctor declared him dead. Savar Highway Police Station SI Md Rahim Uddin confirmed the matter.OF/ALM ","[('Savar', 'GPE'), ('Savar', 'GPE'), ('Dhaka', 'GPE'), ('Saturday', 'DATE'), ('night', 'TIME'), ('Raihan Molla', 'PERSON'), ('26', 'DATE'), ('Ratan Molla', 'PERSON'), ('Kotbaria Mohalla', 'GPE'), ('Savar', 'GPE'), ('final-year', 'DATE'), ('Masters in Management Department', 'ORG'), ('Savar Government College', 'ORG'), ('Dhaka', 'GPE'), ('Pakija', 'LOC'), ('Dhaka', 'GPE'), ('around 11:45 pm', 'TIME'), ('Savar Highway Police Station', 'ORG'), ('Md Rahim Uddin', 'PERSON')]"
Faridpur road accidents leave 8 dead,"Faridpur road accidents leave 8 dead At least eight people were killed and 10 others injured in separate road accidents in Madhukhali and Bhanga upazilas of Faridpur district on Sunday. In Madhukhali upazila, six people, including a child, were killed when a truck hit a Dhaka-bound microbus on the Dhaka-Khulna highway at Majhkandi at 9am, leaving two dead on the spot and 14 others injured, said Mohamamd Russell, assistant sub-inspector of Kanaipur Highway police camp.The wounded were taken to a local hospital where the on-duty doctors declared four of them dead.The identities of the deceased could not be known immediately.Police seized the truck but the trucker managed to flee the scene.Besides, two students were killed when a private car smashed their motorbike on Biswaroad under Bhanga upazila early Sunday.TF ","[('Faridpur', 'GPE'), ('8', 'CARDINAL'), ('At least eight', 'CARDINAL'), ('10', 'CARDINAL'), ('Madhukhali', 'GPE'), ('Bhanga', 'GPE'), ('Faridpur', 'GPE'), ('Sunday', 'DATE'), ('Madhukhali', 'GPE'), ('six', 'CARDINAL'), ('Dhaka', 'GPE'), ('Dhaka', 'GPE'), ('Majhkandi', 'GPE'), ('9am', 'TIME'), ('two', 'CARDINAL'), ('14', 'CARDINAL'), ('Mohamamd Russell', 'PERSON'), ('Kanaipur Highway', 'FAC'), ('four', 'CARDINAL'), ('two', 'CARDINAL'), ('Biswaroad', 'GPE'), ('Bhanga', 'GPE'), ('early Sunday', 'TIME')]"
Two killed in Chattogram road accident,"Two killed in Chattogram road accidentTwo motorcyclist were killed in a road accident on Saturday morning in front of Chhadaha Rajghata SI Park Community Center under Satkania upazila of Chattogram district.The deceased were identified as Obaidul Hoque, 30, son of Abdur Rahman, of Sukhchhari area of Lohagara upazila, and Mohammad Noman, 22, son of Mohammad Osman, of Padua area of the same upazila. reports BSS.According to the locals, the accident occurred when a microbus hit their motorcycle in front of SI Park leaving them dead on the spot.Abdur Rob, Dohazari Highway Police Officer-in-Charge said, the bodies of two riders were recovered.Microbuses and motorcycles were seized, he added.ALM ","[('Two', 'CARDINAL'), ('Chattogram', 'GPE'), ('Saturday', 'DATE'), ('Chhadaha Rajghata SI Park Community Center', 'FAC'), ('Satkania', 'GPE'), ('Chattogram', 'GPE'), ('Obaidul Hoque', 'PERSON'), ('30', 'DATE'), ('Abdur Rahman', 'PERSON'), ('Sukhchhari', 'GPE'), ('Lohagara', 'GPE'), ('Mohammad Noman', 'PERSON'), ('22', 'DATE'), ('Mohammad Osman', 'PERSON'), ('Padua', 'GPE'), ('SI Park', 'FAC'), ('Abdur Rob', 'PERSON'), ('two', 'CARDINAL'), ('ALM', 'PERSON')]"
Van puller killed in Rajshahi road accident,"Van puller killed in Rajshahi road accidentA van puller was killed and his elder brother injured when a truck hit their van at Paba upazila in Rajshahi district on Saturday.The deceased was identified as Sagor Hossain, 18, son of Rentu Sheikh of Haripur Colony area of the upazila.Police said the accident took place in Balia Shyampur area on the Rajshahi-Chapainawabganj highway around 9:15 am.They were immediately rushed to Rajshahi Medical College Hospital where the on-duty doctor declared Sagor dead after a few minutes of his admission. Elder brother Shubho Hossain, 20, is undergoing treatment at the hospital. His health condition is critical, hospital sources said.Kasiadanga Police Station officer in-charge (OC) Masud Parvej said both the driver and helper of the truck managed to flee from the scene just after the accident leaving behind the vehicle.He said the body was sent to the hospital morgue and a case was filed with the police station in this connection.RHF/ALM ","[('Rajshahi', 'GPE'), ('Paba', 'GPE'), ('Rajshahi', 'GPE'), ('Saturday', 'DATE'), ('Sagor Hossain', 'PERSON'), ('18', 'DATE'), ('Rentu Sheikh', 'PERSON'), ('Haripur Colony', 'GPE'), ('Balia Shyampur', 'LOC'), ('Rajshahi', 'GPE'), ('around 9:15 am', 'TIME'), ('Rajshahi Medical College Hospital', 'ORG'), ('Sagor', 'PERSON'), ('a few minutes', 'TIME'), ('Shubho Hossain', 'PERSON'), ('20', 'DATE'), ('Kasiadanga Police Station', 'ORG'), ('Masud Parvej', 'PERSON')]"
Three killed in Sirajganj road accident,"Three killed in Sirajganj road accidentThree people were killed when a truck smashed the auto-rickshaw at Shahjadpur in Sirajganj district early Friday.The deceased were identified as Rashedul, 28, son of Azad of Dariarpur Uttarpara, Shakib, 17, son of Azgar Ali of the same village, and CNG-run auto-rickshaw driver Ashiq, 20, son of Amzad of Shaktipur village in the upazila.Hatikumrul Highway Police Station officer in-charge (OC) Shahjahan Ali said the accident took place in Hailaghati area of the upazila around 2:30am, leaving the trio dead on the spot.During the accident, the truck overturned and fell into the roadside ditch.The bodies were recovered from the spot and handed over to the families.A case was filed with the police station in this connection.ALM ","[('Three', 'CARDINAL'), ('Sirajganj', 'GPE'), ('Shahjadpur', 'GPE'), ('Sirajganj', 'GPE'), ('early Friday', 'TIME'), ('Rashedul', 'PERSON'), ('28', 'DATE'), ('Azad', 'PERSON'), ('Dariarpur Uttarpara', 'GPE'), ('Shakib', 'PERSON'), ('17', 'DATE'), ('Azgar Ali', 'PERSON'), ('CNG', 'ORG'), ('Ashiq', 'PERSON'), ('20', 'DATE'), ('Amzad', 'PERSON'), ('Shaktipur', 'GPE'), ('Hatikumrul', 'GPE'), ('Shahjahan Ali', 'PERSON'), ('Hailaghati area', 'LOC'), ('around 2:30am,', 'TIME'), ('ALM', 'PERSON')]"
Two killed in Barguna road accident,"Two killed in Barguna road accident Two people were killed as a private collided head-on with a truck in Barguna’s Amtali upazila on Tuesday night.The deceased were identified as Md. Touhidul Islam and Tuhin Mridha.Locals said a private car hit a truck on the Patuakhali-Amtali highway in Mohishakata area at about 10.30pm, leaving the two people dead on the spot.Amtali Police Station OC Md Shah Alam Hawlader said they recovered the bodies.HM/GY ","[('Two', 'CARDINAL'), ('Barguna', 'GPE'), ('Two', 'CARDINAL'), ('Barguna', 'GPE'), ('Amtali', 'GPE'), ('Tuesday night', 'TIME'), ('Touhidul Islam', 'PERSON'), ('Tuhin Mridha', 'PERSON'), ('Patuakhali', 'GPE'), ('Mohishakata', 'GPE'), ('about 10.30pm,', 'TIME'), ('two', 'CARDINAL'), ('Amtali', 'GPE'), ('Md Shah Alam Hawlader', 'PERSON')]"
SI killed in Noakhali road accident,"SI killed in Noakhali road accidentA sub-inspector was killed in a road accident at Maijdee area in Noakhali on Tuesday night.The deceased was identified as Mizanur Rahman, a sub-inspector of Begumganj Police Station.Witnesses said a covered van hit the motorcycle of Mizanur in Chungra Pole area at night, leaving two people injured. He was taken to Noakhali General Hospital where the on-duty doctor declared him dead.Superintendent of Noakhali Police Md Alamgir Hossain confirmed the matter.MRM/GY ","[('Noakhali', 'GPE'), ('Maijdee', 'LOC'), ('Noakhali', 'GPE'), ('Tuesday night', 'TIME'), ('Mizanur Rahman', 'PERSON'), ('Begumganj Police Station', 'ORG'), ('Mizanur', 'GPE'), ('Chungra Pole', 'LOC'), ('night', 'TIME'), ('two', 'CARDINAL'), ('Noakhali General Hospital', 'ORG'), ('Md Alamgir Hossain', 'PERSON')]"
"One killed, 9 injured in Pirojpour road accident","One killed, 9 injured in Pirojpour road accidentA day labourer was killed and nine persons were injured as a three-wheeler collided head-on with a tractor at Bhandaria upazila in Pirojpur district on Sunday afternoon.Deceased Habir Mir, 60, was a resident of Indurkani upazila in the district.Locals said a battery-run three-wheeler collided with a brick-laden tractor in Bypass intersection area of Banganadhu road in the afternoon, leaving Habir dead on the spot and nine others injured.Bhandaria Police Station officer in-charge (OC) Md Masumur Rahman Biswas said they recovered the body and seized the tractor.RM/ALM ","[('One', 'CARDINAL'), ('9', 'CARDINAL'), ('Pirojpour', 'GPE'), ('nine', 'CARDINAL'), ('three', 'CARDINAL'), ('Bhandaria', 'GPE'), ('Pirojpur', 'GPE'), ('Sunday afternoon', 'TIME'), ('Habir Mir', 'PERSON'), ('60', 'DATE'), ('Indurkani', 'GPE'), ('three', 'CARDINAL'), ('Bypass intersection', 'FAC'), ('Banganadhu road', 'FAC'), ('the afternoon', 'TIME'), ('Habir', 'PERSON'), ('nine', 'CARDINAL'), ('Bhandaria Police Station', 'ORG'), ('Masumur Rahman Biswas', 'PERSON'), ('RM/ALM', 'PERSON')]"
2 musicians killed in Chattogram road accident,"2 musicians killed in Chattogram road accidentTwo musicians were killed and five others injured when a lorry hit their microbus in Chattogram's Mirsharai early Saturday.The deceased were identified as Partha Guha and Hanif Ahammed. Joraganj highway police in-charge Mohammad Firoz Hossain said the music team met the tragic accident while going to join a show in Cox's Bazar. A lorry from opposite side hit the microbus carrying the team at 5am, leaving Partho dead on the spot and six injured.They wounded were taken to Chattogram Medical College Hospital where the on-duty doctor declared Hanif dead.  The condition of injured one named Beauty is critical. TF ","[('2', 'CARDINAL'), ('Chattogram', 'GPE'), ('five', 'CARDINAL'), ('Chattogram', 'GPE'), ('Mirsharai', 'GPE'), ('early Saturday', 'TIME'), ('Partha Guha', 'PERSON'), ('Hanif Ahammed', 'PERSON'), ('Joraganj', 'GPE'), ('Mohammad Firoz Hossain', 'PERSON'), (""Cox's Bazar"", 'GPE'), ('5am', 'TIME'), ('Partho', 'PERSON'), ('six', 'CARDINAL'), ('Chattogram Medical College Hospital', 'ORG'), ('Hanif', 'PERSON'), ('one', 'CARDINAL')]"
Two killed in Jashore road accident,"Two killed in Jashore road accidentTwo workers were killed and five others injured as a bus hit a three-wheeler at Abhaynagar upazila in Jashore district on Friday morning.One of the deceased was identified as Shhidul Islam, a resident of Mosharhati village in the upazila.Abhoynagar highway Police Station OC Mahmud Alam said a passenger bus coming from opposite direction rammed into a three-wheeler (locally known as easybike) in Bhangagate area around 9:30 am, leaving seven persons injured.The injured were taken to Abhaynagar Upazila Health Complex where the on-duty doctor declared two dead, emergency department physician Faria Rahman confiremd. Four of the critically injured were referred to Rajshahi Medical College Hospital.SKR/ALM ","[('Two', 'CARDINAL'), ('Jashore', 'GPE'), ('five', 'CARDINAL'), ('three', 'CARDINAL'), ('Abhaynagar', 'GPE'), ('Jashore', 'GPE'), ('Friday morning', 'TIME'), ('One', 'CARDINAL'), ('Shhidul Islam', 'PERSON'), ('Mosharhati village', 'GPE'), ('Abhoynagar', 'GPE'), ('Mahmud Alam', 'PERSON'), ('three', 'CARDINAL'), ('easybike', 'PRODUCT'), ('Bhangagate', 'LOC'), ('around 9:30 am', 'TIME'), ('seven', 'CARDINAL'), ('Abhaynagar Upazila Health Complex', 'FAC'), ('two', 'CARDINAL'), ('Faria Rahman confiremd', 'PERSON'), ('Four', 'CARDINAL'), ('Rajshahi Medical College Hospital', 'ORG'), ('SKR/ALM', 'ORG')]"
One killed in Panchagarh road accident,"		PANCHAGARH, Mar 11: A motorcyclist was killed in a road accident in Rousonbagh area on the Panchagarh-Jalashi highway of the district on Wednesday.The deceased was identified as Masud Rana, 24, son of Nur Islam of Jalashi village in the district.Police said the accident occurred when an easy-bike knocked his motorcycle falling him down. In no time a sand-laden truck coming from opposite direction run away on his body, leaving Masud Rana dead on the spot.Being informed, Sadar thana police rushed to the spot and recovered the body with the help of locals. Police seized the truck but the driver managed to flee.    -BSS ","[('PANCHAGARH', 'GPE'), ('Mar 11', 'DATE'), ('Rousonbagh', 'GPE'), ('Panchagarh', 'GPE'), ('Wednesday', 'DATE'), ('Masud Rana', 'PERSON'), ('24', 'DATE'), ('Nur Islam', 'PERSON'), ('Jalashi', 'GPE'), ('Masud Rana', 'PERSON'), ('Sadar', 'GPE')]"
Motorcyclist killed in Dinajpur road accident,"Motorcyclist killed in Dinajpur road accidentA man was killed as his motorcycle hit a roadside tree at Hili in Dinajpur district on Tuesday. Deceased Asaduzzaman Sabu Miah, 37, was a resident of Ramkrishnapur village in Ghoraghat upazila in the district.BGB member Khalid said on information, he chased fish trader Sabu Miah by motorcycle. He further said Sabu lost his control over the steering and hit a roadside tree during the chase.Injured Sabu died while undergoing treatment at Hakimpur Upazila Health Complex.Khalid, however, said that 18 Phensedyl syrups were seized from Sabu’s possession.Hakimpur Police Station officer in-charge (OC) Ferdous Wahid said he visited the hospital and legal action would be taken after investigation. Deceased’s wife Jetsmin and locals denied Sabu’s involvement with drugs and said he used to do fish farming.GMR/ALM ","[('Dinajpur', 'GPE'), ('Hili', 'GPE'), ('Dinajpur', 'GPE'), ('Tuesday', 'DATE'), ('Asaduzzaman Sabu Miah', 'PERSON'), ('37', 'DATE'), ('Ramkrishnapur', 'GPE'), ('Ghoraghat', 'GPE'), ('BGB', 'ORG'), ('Khalid', 'PERSON'), ('Sabu Miah', 'PERSON'), ('Sabu', 'PERSON'), ('Sabu', 'PERSON'), ('Hakimpur Upazila Health Complex', 'FAC'), ('Khalid', 'PERSON'), ('18', 'CARDINAL'), ('Sabu', 'GPE'), ('Hakimpur Police Station', 'ORG'), ('Ferdous Wahid', 'PERSON'), ('Jetsmin', 'PERSON'), ('Sabu', 'GPE')]"
Two killed in Sherpur road accident,"Two killed in Sherpur road accidentTwo people were killed as a three-wheeler (locally know as Bhotbhoti) turned turtle at Nalitabari upazila in Sherpur district on Tuesday morning.The deceased were identified as Aminul Islam, 40, and Abu Sama, 45, residents of Bhaluka village of neighbouring Jhinaigati upazila.Witnesses said the vehicle overturned in Kalinagar bypass area around 10:15 am, leaving Aminul dead on the spot and Abu Sama critically injured. The critically injured died on the way to hospital.Nalitabari Police Station officer in-charge (OC) Basir Ahmed Badal confirmed the matter.MS/ALM ","[('Two', 'CARDINAL'), ('Sherpur', 'GPE'), ('three', 'CARDINAL'), ('Bhotbhoti', 'PRODUCT'), ('Nalitabari', 'GPE'), ('Sherpur', 'GPE'), ('Tuesday', 'DATE'), ('morning', 'TIME'), ('Aminul Islam', 'PERSON'), ('40', 'DATE'), ('Abu Sama', 'PERSON'), ('45', 'DATE'), ('Bhaluka', 'GPE'), ('Jhinaigati', 'GPE'), ('Kalinagar', 'GPE'), ('around 10:15 am', 'TIME'), ('Aminul', 'PERSON'), ('Abu Sama', 'PERSON'), ('Nalitabari Police Station', 'ORG'), ('Basir Ahmed Badal', 'PERSON')]"
