,Unnamed: 0,newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
250,250,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-barishal-road-accident/29612,Two killed in Barishal road accident,"October 05, 2019","The deceased were identified as Hashem, 40, son of Mizan Jomaddar of Kashimpur, and Saleha Begum, 55, wife of Abdur Rob Hawlader of Airport Police Station area.Zahid Bin Alam, officer-in-charge of Airport Police Station, said the car rammed the battery-run three wheeler around 9 am near Kashipur Bazar , leaving Abdur and Saleha severely injured. Locals took them to Sher-e-Bangla Medical College (SBMC) Hospital where doctors declared them dead, the OC added."
251,251,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-cumilla-road-crash/29545,2 killed in Cumilla road crash,"October 04, 2019","The deceased were identified as Sajedur Rahman Santu, 38, son of Abdul Mannan of the city’s Bagichagao; and Rahim, 40, son of Salim Uddin of Chattogram’s Sitakunda upazila. Md Farid, officer of Cumilla Sadar South Fire Station, said a bus of Hanif Paribahan hit a truck while it was approaching a link road near the upazila parishad.At that time, a bus of Shanti Paribahan hit the Hanif Paribahan bus before hitting another bus of Shapla Paribahan.Two passengers were killed on the spot, he added.Police rescued the victims and took them to Comilla Medical College Hospital."
252,252,,,,,,,,,,,https://unb.com.bd/category/World/12-killed-in-bus-truck-collision-in-western-kenya/29541,12 killed in bus-truck collision in western Kenya,"October 04, 2019","Benson Maweu, Kisumu police commander, said the bus started the journey in Siaya County in western Kenya and picked up more passengers in Kisumu before heading for Nairobi.On the busy Kisumu-Kericho highway, the bus driver attempted to overtake a vehicle but lost control and crashed head-on with an oncoming truck carrying sugarcane around 11 p.m. (2000 GMT), he said.The bus was carrying 51 passengers at the time of the collision and both drivers of the two vehicles were killed on the spot, according to the police commander.The Kenya Red Cross Society said the injuried had been evacuated to local hospitals while appealing for blood donations.An estimated 3,000 Kenyans die in road accidents annually despite concerted efforts by the state and the private sector to promote highway safety, according to the National Transport Safety Authority (NTSA)."
253,253,,,,,,,,,,,https://unb.com.bd/category/World/four-killed-in-wrong-way-crash-on-us-northern-california-highway/29540,Four killed in wrong-way crash on U.S. Northern California highway,"October 04, 2019","Local news reports quoted CHP officers as saying that the driver of the car was identified as 34-year-old Emilie Ross from Hillsborough, a town in San Mateo County south of San Francisco.Initial investigation showed that Ross was drunk when she was driving the car southbound on a northbound lane of Highway 101, and crashed head-on into the taxi operated by 42-year-old Berkant Ahmed. The crash killed both drivers and two passengers riding on the taxi.The CHP said the tragedy was the 25th accident related to a wrong-way driver in the Bay Area. Nineteen people were killed in 10 fatal accidents, with only one death not involving driving under the influence."
254,254,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-in-chandpur-road-accident/29190,Motorcyclist killed in Chandpur road accident,"September 30, 2019","The deceased was identified as Faruk Hossain, 32, son of Jafar Ali of Molladahar village in the area.Rafiqul Islam, sub inspector of Hajiganj Police Station, said the accident took place in front of Dikchhail Govt Primary School, leaving five people injured in the evening.Locals took them to a local hospital where doctosr declared Faruk dead while the injured four were admitted to Hajiganj Upazila Health Complex, said Abdur Rashid, officer-in-charge (Investigation) of the police station adding that a case was filed."
255,255,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/human-hauler-driver-killed-in-chuadanga-road-crash/29135,Human hauler driver killed in Chuadanga road crash,"September 29, 2019","The deceased was identified as Rabiul Islam, of Boalmari village in Sadar upazila. Sukumar Biswas, officer-in-charge of Damurhuda Model Police Station, said the truck crashed into the human hauler near Damurhuda Fire Station on Sunday noon, leaving three passengers of the human hauler injured.Fire fighters took the injure people to Chuadanga Sadar Hospital where doctors declared Rabiul dead.Police are trying to arrest the driver of the killer truck, the OC added."
256,256,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/college-student-killed-in-rangpur-road-crash/29109,College student killed in Rangpur road crash,"September 28, 2019","The deceased was identified as Eati Begum, 18, daughter of Dulal Hossain. She was a second-year student at Rangpur Government Begum Rokeya College.Quoting locals, Anwar Hossain, Officer-in-Charge (OC) of Tajhat Police Station said, Eati was hit by a bus of Fateha Ali Paribahan when she was crossing the road around noon.She was killed on the spot.Police seized the bus and filed a case was over the incident."
257,257,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/mohakhali-road-crash-driver-on-2-day-remand/29096,Mohakhali road crash: Driver on 2-day remand,"September 28, 2019","Md Shamim Shaiyal, 20, is a driver of Cantonment Minibus Service.Police’s Detective Branch produced him before Judge Md Shahinur Rahman of Dhaka Metropolitan Magistrate Court and sought 10 days for interrogation.DB (north division) Deputy Commissioner Moshiur Rahman said they arrested the driver from Mohakhali on Friday.According to case statement, victim Farha Naz was standing on the footpath to cross the road under the Mohakhali Flyover when the bus hit her, leaving her critically injured. She was taken to a hospital where doctors pronounced her dead.The bus driver and his assistant managed to flee from the spot."
258,258,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/biker-killed-in-magura-road-crash/29069,Biker killed in Magura road crash,"September 28, 2019","The deceased was identified as Shawon Biswas, 22, son of Ibadat Biswas of Chandrapara village in the area. Mahbubur Rahman, officer-in-charge of Sreepur Police Station, said the motorcycle hit a roadside tree, leaving Shwaon dead on the spot another rider Milon Molla, 22, severely injured.They were going to Dariapur village from Sachilapur Bazar, the OC added.The injured was admitted to Faridpur Medical College Hospital."
259,259,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-accidents-kill-four-in-bogura-chapainawabganj/29039,"Road accidents kill four in Bogura, Chapainawabganj","September 27, 2019","In Bogura, two were killed after their motorcycles collided head-on at Chikashi of Dhunat Upazila in the morning.The deceased were identified as Raihan Ali, 35, son of Khoka Miya of Chikasi; and Mahi, 14, son of Monzurul Islam of Gosaibari.Ismail Hossain, officer-in-charge of Dhunat Police Station, said the accident took place around 10am on the Chikasi-Gosaibari Road.They were critically injured in the head-on collision.Doctors pronounced them dead when locals took them to Shaheed Ziaur Rahman Medical College Hospital.In Chapainawabganj, a motorcyclist – Mintu Master, 50, son of Sekandar Ali of Shibganj Upazila – was crushed to death by a train at Ghion of Nachole Upazila in the morning.Selim Reza, officer-in-charge of Nachole Police Station, said a train hit Mintu around 8am. Locals rescued him and first took him to Nachole Upazila Health Complex.He was later taken to Rajshahi Medical College Hospital where he succumbed to his injuries around 1:30pm.In a separate accident, a van puller – Mainul Islam, 45, son of Daot Ali of Godagari Upazila in Rajshahi – was killed after being hit by a speeding truck at Jonakipara of Nachole Upazila in the afternoon.Selim Reza, Nachole OC, said the van puller and one of his passengers were injured in the accident around 3pm.He succumbed to his injuries at Nachole Upazila Health Complex."
260,260,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-crashes-kill-12-in-five-districts/28861,Road crashes kill 12 in five districts,"September 24, 2019","In Kishoreganj, four people were killed and 30 others injured in a triangular collision among two buses and a truck in Gangkulpara area on Kishoreganj-Bhairab road in Katiadi upazila in the evening.One of the deceased was identified as Abdul Barik, son of Laskar Mia of Asthabarga village in the upazila.Officer-in-charge of Katiadi Police Station Abu Shama Md Iqbal Hayat said two buses of Ananya Paribahan collided head-on.Later, a truck crashed into the buses, killing two people on the spot.The injured were taken to hospital where two of them died.In Sherpur, two motorcyclists were killed and another was injured when their bike crashed into a roadside tree in Sadar upazila in the morning.The deceased were identified as Hekmat Mia, 18, son of Monu Mia, and Aziz Mia, 17, son of Sabdul Mia of Badateghoria village in Sadar upazila.Monirul Alam Bhuiyan, officer-in-charge (Investigation) of Sherpur Police Station said Hekmat died on the spot in the accident while Aziz succumbed to his injuries on the way to hospital.In another accident, Abdul Quadir, 60, son of late Jinnat Ali of Uttar Kapasia village, was killed when a battery-run auto-rickshaw fell into a roadside ditch on the way to Gozakura area in Nalitabari upazila.Bashir Ahmed Badal, officer-in-charge of Nalitabari Police Station, said Quadir was declared dead after being taken to Nalitabari Health Complex.In Jashore, two people, including a minor, were killed as a bus hit a motorcycle in Mallikpur area of Jhikargachha upazila on Jashore-Benapole highway.The deceased were identified as Ifatara, 9, daughter of Ismail Hossain of Mallikpur village, and Tariqul Islam, 24, son of late Alam Hossain of Bottola village in the upazila.Sub-inspector Titu Kumar Nath, in-charge of Navaron highway police outpost, said the motorcycle rammed two pedestrians after a bus hit it, leaving Tariqul dead on the spot.The child was taken to Jashore General Hospital where doctors declared her dead.In Jhenaidah, a motorcycle rider -Abdullah Al Sohan, 35, a resident of Gabtolapara in Kotchandpur upazila - was killed when his motorcycle hit a parked truck by the road at Raigram of Kaliganj upazila.Sheikh Mamunur Rashid, station officer of Kaliganj Fire Service Station, said critically injured Sohan was taken to Kaliganj Health Complex where doctors pronounced him dead.In Chuadanga, two motorcyclists were killed in two accidents in Damurhuda and Sadar upailas in the afternoon.The deceased were identified as Julfikar Ali, 42, son of Azizul Mallik of Houli village in Damurhuda upazila, and Mehedi Hasan Palash, 34, son of Mizanur Rahman of Kapashhatia village in Harinakundu upazila.According to locals, Julfikar died on the spot when a truck hit his motorcycle near the Darshana Filling Station in Damurhuda.The other rider died as a car crashed into his bike at Noymile in Sadar upazila."
