Newspaper Name,Published date,Header,Article,Newspaper Link
New Age BD,"Jul 22,2019",Two killed in C’nawabganj road accident,"The deceased were retired army member Mojibur Rahman, 45, from village Boglain of Gomostapur upazila, and Shafiqul Islam, 50, from Chhatrajitpur of Shibnganj upazila.Officer-in-charge of Gomostapur police station Jashim Uddin said that a lorry collided head on with a fish-laden trolley at Rahanpur around 7:00am, leaving Mojibur Rahman, who was on the trolley, dead on the spot.Meanwhile, a motorcyclist was killed after being dashed by a pick-up van at Piling Crossing of Shibganj upazila.Ripon Kumar, Shibganj police station sub-inspector, said that a pick-up van hit mango trader Shafiqul Islam around 7:30am while he was going to Kansat Bazar along with his friend Bokul on the motorcycle, leaving him dead on the spot.Injured Bokul was admitted to Shibganj Upazila Health Complex.More about:",https://www.newagebd.net/article/79304/two-killed-in-cnawabganj-road-accident
New Age BD,"Jul 20,2019"," Two killed, three hurt in Faridpur road accident ",More about:,https://www.newagebd.net/article/79083/two-killed-three-hurt-in-faridpur-road-accident
New Age BD,"Jul 19,2019",Two die as lorry turns turtle on Rohingya shanty,"Two died and two others sustained injuries when a brick-laden lorry turned turtled on a roadside shanty of Kutupalong Rohingya Camp in Cox’s Bazar on Friday morning.The deceased were Shamsida, 35, wife of Mohammad Anwar Hossain, and her 1.5 year old son Kaysar while the injured were Farmina Begum, 20, and Rasmin Ara Begum, 18.Among the injured, Farmina was pregnant.According to locals, a brick-laded lorry turned turtle on the shanty of Anwar Hossain of Block D 5, Camp 2, of Kutupalong camp at around 6:30am. The lorry driver and his assistant escaped the scene after the accident.Locals and Fire Service and Civil Defence members rescued them and took to Gonoshasthaya Medical Centre, said Mohammad Rezaul Karim, camp-in-charge of Kutupalong Camp 2, adding that on-duty doctors declared Shamsida and her son Kaysar dead.More about:",https://www.newagebd.net/article/78964/two-die-as-lorry-turns-turtle-on-rohingya-shanty
New Age BD,"Jul 16,2019",Woman dies being hit by truck in Satkhira,More about:,https://www.newagebd.net/article/78659/woman-dies-being-hit-by-truck-in-satkhira
New Age BD,"Jul 16,2019",Four killed in road accidents,"At least three people were killed as a pickup van hit a covered van in Joydevpur on Dhaka-Mymensingh highway in Gazipur on Monday morning, reports UNB.The identities of the deceased couldn’t be known yet.Joydevpur Fire Service senior station officer Md Abu Yusuf said the Mymensingh-bound pickup van hit the covered van from behind at Nanduain around 8:00am, leaving the three people dead on the spot.Fire service members took the bodies and handed it over to police. The bodies were sent to Shaheed Tajuddin Ahmed Hospital for post-mortem examination, he added.In a separate accident, a truck driver was killed as his truck hit a roadside tree at Mulghor on Khulna-Mawa highway of Fakirhat in Bagerhat on Monday morning.The deceased was identified as Kamal Hossain, of Noornagar in Khulna.Katakhali highway police officer-in-charge Md Rabiul Alam said that the Barishal-bound goods-laden truck coming from Mongla crashed into a roadside tree after its driver lost control over the steering, leaving him dead on the spot and his assistant injured.Fire service members took the body and sent it to Khulna Medical College Hospital for post-mortem examination.Injured Shamim Hossain, 28, was also admitted to the hospital.More about:",https://www.newagebd.net/article/78641/four-killed-in-road-accidents
New Age BD,"Jul 15,2019"," 4 killed in Gazipur, Bagerhat road accidents ",More about:,https://www.newagebd.net/article/78569/4-killed-in-gazipur-bagerhat-road-accidents
New Age BD,"Jul 13,2019"," Woman killed, 3 hurt in Sirajganj road accident ",More about:,https://www.newagebd.net/article/78367/woman-killed-3-hurt-in-sirajganj-road-accident
New Age BD,"Jul 11,2019",Two killed in Rajshahi road accident,More about:,https://www.newagebd.net/article/78156/two-killed-in-rajshahi-road-accident
New Age BD,"Jul 09,2019",Road accidents kill 6 in 3 dists,"Three motorcyclists were killed as a speeding truck hit their motorcycle at Birahimpur area on the Dhaka-Pabna Highway at Sujanagar in Pabna on Monday afternoon, reported the New Age correspondent in Pabna.The diseased are Rafikul Islam, 35, son of Shahai Pramanik resident of village Chinakhara, Mokter Hossain, 32, son of Ramzan Ali from Brahimpur and Ishhaque Ali, 28, son of Dulal Kha from the same village at Sujanagar upazila of Pabna.Pabna’s Aminpur police station officer-in-charge Mominul Islam confirmed the matter.Police recovered the bodies and sent those to Pabna Medical College Hospital morgue for autopsy, he said.Police seized the truck but its driver managed to flee the spot, he said adding that a case was filed in this connection.In Bagerhat, a battery-run auto-rickshaw driver and a cyclist were killed following a collision with a truck on Bishwa Road near the Khulna-Mawa Road in Fakirhat upazila of the district on Monday, reports United News of Bangladesh.The deceased are Rabbi Sheikh, 20, son of Hossain Ali of Aatpaki area and Jahangir Alam, 43, son of Sheikh Md Ali, son of Syed Molla of the upazila.Katakhali Highway Police officer-in-charge Rabiul Alam said a cattle-loaded truck hit the auto-rickshaw first and then a bicycle, leaving Rabbi dead on the spot and Jahangir severely injured.Jahangir died on the way to hospital, the OC added.Five injured passengers of the auto-rickshaw were taken to Fakirhat Upazila Health Complex and Khulna Medical College Hospital, he added.No case was filed yet in this connection, he said.In Narayanganj, a 20-year old young man died while a bus hit his motorcycle on the Dhaka-Naraynaganj Highway at Signboard area, reports UNB.Fatullah Model Police Station officer-in-charge Aslam Hossain said a bus of Bandhon Paribahan hit Russel’s motorbike at 10:00pm in the area, leaving him dead on the spot, according to the UNB report.The driver fled the scene while locals seized the bus, he added.Meanwhile, agitated people blocked the Dhaka-Sylhet and Dhaka-Chattogram Highways for half an hour and set fire to the bus and another one of the same company.More about:",https://www.newagebd.net/article/77940/road-accidents-kill-6-in-3-dists
New Age BD,"Jul 08,2019",One killed in N’ganj road accident,More about:,https://www.newagebd.net/article/77855/one-killed-in-nganj-road-accident
New Age BD,"Jul 07,2019",Cop killed in road accident in city,"The deceased, Khairul Islam, 30, was son of Golam Kibria, a resident at Nilphamari sadar.Jatrabari police station sub-inspector Abu Kauser said that a speedy bus ran over Khairul when he was on duty, leaving him critically injured.Police rushed him to Dhaka Medical College Hospital where doctors declared him dead.Kauser said that the bus and its driver however managed to escape after the incident. A case was filed in this connection.More about:",https://www.newagebd.net/article/77748/cop-killed-in-road-accident-in-city
New Age BD,"Jul 06,2019",5 killed in road accidents              ,"New Age correspondent in Sirajganj reported that a man and his nephew were killed and three were injured in a collision of two trucks on Saidabad-Nalka highway at Kashem’s crossing in Kamarkhand on the west end of Bangabandhu Bridge around 7:45am.The deceased were identified as  Abdul Majid Majumder, 60, resident of Senpara in Mirpur 10 in the capital and his nephew Abdul Khaleq, 55.                                                                                                                                            Bangabandhu Bridge West police station officer-in-charge Syed Shahid Alam said that a speedy truck hit another truck from behind, leaving two passengers in the cabin of the second truck died on the spot.Police and fire service members recovered the injured and sent them to the Bangamata Sheikh Fazilatunnesa Mujib General Hospital in Sirajganj.The bodies were handed over to the families, he added. Our correspondent at Islamic University reported that a motorcyclist died on the spot when he fell on the road losing control at Satbaria in Bheramara of Kushtia around 2:00pm.The deceased was identified as Ujjal Hossain, 25, son of Sadek Ali, a resident of the village.Bheramara police station officer-in-charge Molla Khabir Ahmed told New Age that after recovering the body they sent it to Kushtia General Hospital morgue for autopsy.Bangladesh Sangbad Sangstha reported that a man was killed and three others were injured when a microbus collided head-on with a truck on Thakurgaon-Dhaka highway at Khochabari area in Thakurgaon in the morning.The deceased was identified as Khejmot Ali, 35, of Bhabanipur in Ranisangkail.Officer-in-Charge of Thakurgaon Sadar police Ashikur Rahman said after the accident Khejmot was taken to Thakurgaon General Hospital, where the duty doctors declared him dead.Police seized the microbus from the spot. A case was filed in this regard.United News of Bangladesh reported that a college teacher died on the spot after an oil-laden truck run over her on Satkhira-Khulna highway near the Pallibidyut office at Patkelghata area in Satkhira in the morning.The deceased was identified as Jahanara Khatun, 38, wife of Shahadat Hossain of Tala’s Nawapara area and a lecturer of biology at Patkelghata Harun-Ur-Rashid College.Patkelghata Police Station officer-in-charge Rezaul Islam said they arrested the truck driver and sent the body was sent to Satkhira General Hospital for an autopsy.More about:",https://www.newagebd.net/article/77641/5-killed-in-road-accidents
